foodName,image1,image2,image3
apple,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTiCXESLdsaCXdsAkQdMtfSmI7tYxIISo8jID0gaLGEzc63numUTQ,http://www.thestar.com/content/dam/thestar/opinion/editorials/star_s_view_/2011/10/12/an_apple_a_day_not_such_a_good_idea/apple.jpeg,http://nutritioncheckup.com/wp-content/uploads/2014/09/apple.jpg
