brown cinnamon sugar oatmeal,Cinnamon Brown Sugar Oatmeal,Good & Delish,54c913b8619eb3416596e4dd,Cinnamon Brown Sugar Oatmeal,Good & Delish,1,package,270
cinnamon bun,Cinnamon buns frosted (includes honey buns) - 1 bun,USDA,513fceb775b8dbbc21002a89,Cinnamon buns frosted (includes honey buns) - 1 bun,USDA,1,bun,293.8
aunt jemimas ciniman toast,Cinnamon French Toast,Aunt Jemima,51c3f84197c3e6dfa4defa80,French Toast Cinnamon,Glutino,2,slice,420
pillsbury cinnamon roll,Cinnamon Rolls,Pillsbury,513fceb775b8dbbc21002a4b,PILLSBURY Cinnamon Rolls with Icing refrigerated dough - 1 serving 1 roll with icing,USDA,1,serving 1 roll with icing,145.2
lays chips,Classic Chips,Lays,53444ce6bbe33514459802a8,Chips,Amigos Kings Classic,85,g,400
lays regular chips,Classic Chips,Lays,53444ce6bbe33514459802a8,Chips,Amigos Kings Classic,85,g,400
nescafe instant coffee,Classic Instant Coffee,Nescafe,54199e09c42c45755007317f,Classic Instant Coffee,Nescafe,8,fl oz brewed coffee,1
swiss cheese roast beef,Classic Roast Beef w/ Swiss Sandwich,Beef-A-Roo,513fc9cd673c4fbc260070c5,Classic Roast Beef w/ Swiss Sandwich,Beef-A-Roo,-1,NULL,390
clementine,clementine,Sainsbury's,54bc5547f02bd8877129b603,Clementine,Sainsbury's,100,g,42
coco puff cereal,Cocoa Puffs cereal,cocoa puffs,51d300c6cc9bff111581001e,Cocoa Puffs Cereal,Cocoa Puffs,0.75,cup,100
cocoa puffs cereal,Cocoa Puffs Cereal,Cocoa Puffs,51d300c6cc9bff111581001e,Cocoa Puffs Cereal,Cocoa Puffs,0.75,cup,100
vanilla coconut milk,Coconut Milk Vanilla,none,53ee150116f58b02764f6da4,Organic Cultured Coconut Milk Vanilla,Coconut Grove,1,container,240
coffee coffee,Coffee,Coffee time,513fceb675b8dbbc21001e28,Coffee - 1 packet,USDA,1,packet,7.06
maxwell house coffee,Coffee,Maxwell House,513fceb675b8dbbc21001e28,Coffee - 1 packet,USDA,1,packet,7.06
small coffee,Coffee - Small ,Sheetz,534450029a631f1645ed059a,Coffee - Small,Sheetz,1,Small,8
coffee cream,Coffee Cream,Giant Eagle,51c36a5897c3e69de4b07188,Corn Starch 100% Pure,Cream,1,tbsp,30
sugar coffee,Coffee with Sugar Small,dunkin donuts,51cb356897c3e632bfc463bc,Coffee with Sugar Small,Dunkin' Donuts,10,fl oz,60
hazelnut coffee mate creamer,Coffee-mate Coffee Creamer Hazelnut,Coffee-Mate,54b2fba5baec062b599098b5,Hazelnut Coffee Creamer,Publix,4,teaspoons,60
green mountain sumatra coffee,Coffee Ground Sumatra Manheling Dark Roast,market side,51c5458497c3e6efadd5dff4,Coffee Ground Sumatra Manheling Dark Roast,Market Side,1,Ct,0
hazelnut coffee,Coffee Hazelnut,Boyer's Coffee,51c5455897c3e6efadd5de86,Coffee Hazelnut,Boyer's Coffee,1,Ct,0
coke,Coke - 1 fl oz, USDA,513fceb675b8dbbc21001eb1,Coke - 1 fl oz,USDA,1,fl oz,11.36
medium coke,Coke - Medium,Church's Chicken,521b95cc4a56d006d578bb1d,Coke - Medium,Church's Chicken,30,oz,280
cole slaw,cole slaw,fresh express,513fceb875b8dbbc21003649,Salad dressing coleslaw - 1 cup,USDA,1,cup,975
alphabet chicken,Condensed Soup Chicken Alphabet,Safeway,51c3674d97c3e69de4b058ae,Condensed Soup Chicken Alphabet,Safeway,0.5,cup,80
alphabet soup,Condensed soup Chicken alphabet,SAFEWAY,51c3674d97c3e69de4b058ae,Condensed Soup Chicken Alphabet,Safeway,0.5,cup,80
condensed cream broccoli soup,Condensed Soup Cream of Broccoli, Campbell's,51c403cd97c3e6dfa4df5033,Soup Condensed Cream of Broccoli,Campbell's,0.5,cup,70
confectioners sugar,confectioners sugar,Domino,51d2fbe5cc9bff111580dfa3,Confectioners Sugar,Domino,0.25,cup,120
brownies,Cookies brownies commercially prepared - 1 oz,USDA,513fceb775b8dbbc21002733,Cookies brownies commercially prepared - 1 oz,USDA,1,oz,114.82
cool whip,Cool Whip Light,cool whip,51c3c5e097c3e6d8d3b4ba3e,Cool Whip Light,Cool Whip,2,tbsp,20
grill corn,Corn,Ryans Grill Buffet Bakery,513fceb575b8dbbc21001522,Corn - 1 cup,USDA,1,cup,124.7
corn,Corn - 1 cup,USDA,513fceb575b8dbbc21001522,Corn - 1 cup,USDA,1,cup,124.7
sonic corn dog,Corn Dog,Sonic,513fceb775b8dbbc210030f2,Corn dogs frozen prepared - 1 corndog mini,USDA,1,corndog mini,42.5
kelloggs cornflakes,Corn Flakes,Kellogg's,513fceb475b8dbbc21000de3,Corn Flakes - 1 cup (1 NLEA serving),USDA,1,cup (1 NLEA serving),99.96
kelloggs corn flakes,Corn Flakes ,Kellogg's,51d300c2cc9bff1115810000,Corn Flakes Cereal,Corn Flakes,1,cup,100
lobster on the corn,Corn on the Cobb & Gold Potatoes,Red Lobster,463d68863ce9d9502c7f7120,Corn on the Cobb & Gold Potatoes,Red Lobster,-1,NULL,190
frozen corn,Corn Frozen,Americas Choice,51c3c89c97c3e6d8d3b4cbad,Corn Frozen,America's Choice,0,NULL,80
on the cob corn,Corn on the Cob,Hannaford,513fceb775b8dbbc21002ece,Fast foods corn on the cob with butter - 1 ear,USDA,1,ear,154.76
canned corn,Corn sweet white canned cream style regular pack - 1 cup,SUDA,513fceb575b8dbbc21001928,Corn sweet white canned cream style regular pack - 1 cup,USDA,1,cup,189.44
corned beef,Corned Beef - 1 oz,usda,513fceb575b8dbbc21001b3d,Corned Beef - 1 oz,USDA,1,oz,70.88
lurra lynn cottage cheese,Cottage Cheese,Stewart's,513fceb375b8dbbc21000033,Cheese cottage lowfat 1% milkfat - 1 cup (not packed),USDA,1,cup (not packed),162.72
country style pork rib,country style pork rib,Aldi,53e8bcb569dc7b3e38104fa0,Country Style Pork ribs,Aldi,4,oz,150
stick crab rangoon fried sesame buffet,Crab Rangoon,Goodwives,550f1768222ed57433ff3992,Crab Rangoon,Goodwives,3,pieces,250
stick crab rangoon fried sesame dinner,Crab Rangoon,Goodwives,550f1768222ed57433ff3992,Crab Rangoon,Goodwives,3,pieces,250
crackers,Crackers standard snack - 5 crackers,USDA,513fceb775b8dbbc210027f6,Crackers standard snack - 5 crackers,USDA,5,crackers,81.6
wheat crackers,Crackers wheat,wegmans,54aa9e63f82caca9591d3a2e,Crackers,Wheat Thins,13,crackers,90
crazy bread,Crazy Bread,Little Caesars Pizza,51c3b73697c3e6d8d3b448c8,Bread Crazy Grains,Green Earth Baking,1,slice,90
philadelphia cream honey pecan cheese,Cream Cheese Spread Honey Pecan,Philadelphia,53cd1c109628b8892a249eab,Cream Cheese Spread Honey Pecan,Philadelphia,2,tbsp,80
philadelphia cream honey pecan spread,Cream Cheese Spread Honey Pecan,philadelphia,53cd1c109628b8892a249eab,Cream Cheese Spread Honey Pecan,Philadelphia,2,tbsp,80
jiff peanut crunchy and the butter,Creamy Peanut Butter Soread,Jiff,51c3fbdc97c3e6dfa4df13ed,Creamy Peanut Butter Soread,Jiff,2,tbsp,190
jiff peanut butter,Creamy Peanuty Butter Soread,JIFF,51c3fbdc97c3e6dfa4df13ed,Creamy Peanut Butter Soread,Jiff,2,tbsp,190
freshly baked strawberry cream cheese croissant,Croissant - Strawberry Cream Cheese,Winchell's Donut House,53444c9a9a631f1645ecf9c2,Croissant - Strawberry Cream Cheese,Winchell's Donut House,1,Unit,520
sausage egg and cheese croissants,Croissants Sausage Egg & Cheese,Bob Evans Grocery,51c53ec897c3e6efadd5aa72,Croissants Sausage Egg & Cheese,Bob Evans Grocery,103,G,300
cesar salad croutons,Croutons,Souper Salad,513fceb775b8dbbc21002822,Croutons seasoned - 0.5 oz,USDA,0.5,oz,66.03
clif chocolate peanut crunch bar,Crunch Granola Bar Chocolate Peanut Butter,Clif,53fc8d96f55a9e8529538353,Crunch Granola Bar Chocolate Peanut Butter,CLIF,2,bar,190
taco bell crunchy tacos,Crunchy Taco,Taco Bell,513fc992927da70408001124,Crunchy Taco,Taco Bell,78,g,170
cube steak,Cubed Steak,USDA Choice,53ea1c0b8853dec858fa22a5,Cubed steak,USDA Choice,4,oz,250
cucumber salad,Cucumber Salad,Agrofruct,529e7e01f9655f6d3500348c,Cucumber,Leafline Salad Co.,1,oz,5
beef curry,Curry,Uncle Ben's,54ca654076a774671dab18f8,Curry,Uncle Ben's,1,container,350
curry rice,curry rice,mtr,51c3d45497c3e6d8d3b52c9b,Curry Rice,MTR,0.33,cup,160
del monte fresh cut green beans,Cut Green Beans,Del Monte,51c363ff97c3e69de4b04052,Cut Green Beans,Green Giant,0.5,cup,20
libbys green beans,Cut Green Beans,Libbys,51c363ff97c3e69de4b04052,Cut Green Beans,Green Giant,0.5,cup,20
deep dish dominos pizza,Deep Dish Pizza Deep Dish Pepperoni Pizza,Digiorno,54b032b5f58bc953643326d6,Pepperoni Deep Dish Pizza,Uno,1,slice,400
coca diet cola,Diet Cola,Coca Cola,513fceb675b8dbbc21001ec5,Diet Coke - 1 medium cup 21 fl oz size cup,USDA,1,medium cup 21 fl oz size cup,9.72
dill pickle,Dill Pickle,Van holtens,513fceb575b8dbbc21001958,Pickle - 1 small,USDA,1,small,4.44
dill pickle spear,Dill Pickle Spear,Eatn Park,51cb356e97c3e632bfc46db6,Dill Pickle Spear,Eat'n Park,1,serving,4
dinner roll,dinner roll,BERTUCCI'S,513fc997927da704080041d0,Dinner Roll,Bertucci's,1,roll,140
grilled halibut baked pasta,Dinner-Halibut grilled,Bahama Breeze,529e7f9ff9655f6d3500aac6,Grilled,Baker's Drive-thru,1,sandwich,470
donuts,donuts,Fred Meyer,5483683e1787c90828f9ba5c,Donuts,Fred Meyer,1,donut,150
doritos,Doritos Tortilla Chips Nacho Cheese,doritos,51d2fee3cc9bff111580f491,Doritos Tortilla Chips Nacho Cheese,Doritos,1,package,140
nacho cheese doritos,Doritos Tortilla Chips Nacho Cheese,Doritos,51d2fee3cc9bff111580f491,Doritos Tortilla Chips Nacho Cheese,Doritos,1,package,140
double cheeseburger,Double Cheeseburger,Burger King,55234e637bc1f449340bff0b,Double Cheeseburger,Four Squares,1,ea,470
marzetti pomegranate tomatoes,Dressing & Vinaigrette Pomegranate,marzetti,54f7b0afb0017ee66ef9dfbd,Dressing & Vinaigrette Pomegranate,Marzetti,2,tbsp,60
marzetti pomegranate vinaigrette,Dressing & Vinaigrette Pomegranate,Marzetti,54f7b0afb0017ee66ef9dfbd,Dressing & Vinaigrette Pomegranate,Marzetti,2,tbsp,60
balsamic dressing vinaigrette,Dressing Balsamic Vinaigrette,Kraft,51c3c4ae97c3e6d8d3b4b015,Dressing Balsamic Vinaigrette,Cains,2,tbsp,100
cattle company strip iced blue cheese sourdough dressing,Dressing Bleu Cheese,Kraft,513fc992927da70408000ea1,Bleu Cheese Dressing,Denny's,1,oz,110
catalina dressing,Dressing Catalina,Kraft,51c3653e97c3e69de4b04a08,Dressing Catalina,Kraft,2,tbsp,100
cesar salad dressing,Dressing Creamy Cesar,Edelweiss,51c371d897c3e69de4b0b0fb,Dressing Creamy Cesar,Edelweiss,2,tbsp,140
fat free french dressing,Dressing French Fat Free,Wegmans,51c3f52497c3e6de73cbe793,Dressing French Fat Free,Wegmans,2,tbsp,60
poppy seed dressing,Dressing Poppy Seed,ott's,51c3c50d97c3e6d8d3b4b359,Dressing Poppy Seed,Ott's,2,tbsp,150
hidden valley ranch dressing,Dressing Ranch,hidden valley,54072da8a67cfab13a61a5fb,Non Dairy Ranch Organic Dressing,Organic Dressing,2,tbsp,110
dunkin doughnuts coffee,Dunkin Dark Ground Coffee,Dunkin Donuts,51c545a597c3e6efadd5e0e9,Ground Coffee Dunkin' Dark,Dunkin' Donuts Grocery,0,NULL,0
boiled edamame,Edamame Boiled Soybean in Pod,Unknown,5536a96284676e6549181d75,Edamame Boiled Soybean in Pod,Unknown,0.5,cup,100
costco frozen edamame,Edamame Frozen,Birdseye,54c17ef36c3b70c0180411ea,Edamame Frozen,Birds Eye,0.5,cup edible portion,110
cheese egg,Egg & Cheese,Mr. Sub,53444f98cd5bb303a94c4b16,Cheese,Another Broken Egg Cafe,1,serving,377
egg and cheese,egg and cheese,tacotime,513fc997927da7040800459f,Egg and Cheese,TacoTime,5.75,oz.,370
microwave egg drop soup,Egg Drop Soup,Rice King,513fc99c927da704080074e8,Egg Drop Soup,Rice King,5,oz,62
noodles,Egg Noodles - 1 cup,USDA,513fceb775b8dbbc21002e0c,Egg Noodles - 1 cup,USDA,1,cup,220.8
egg rolls,Egg rolls,confucius,513fceb875b8dbbc21003582,Egg Roll - 1 piece,USDA,1,piece,222.5
starbucks egg sandwich,Egg Salad Sandwich, Starbucks,54b3e275793285b77f419920,Egg Salad Sandwich - 1 sandwich,Nutritionix,1,sandwich,486.57
fried egg,"Egg whole cooked fried	",USDA,513fceb375b8dbbc2100015a,Egg whole cooked fried - 1 large,USDA,1,large,90.16
fried eggs,Egg whole cooked fried ,USDA,513fceb375b8dbbc2100015a,Egg whole cooked fried - 1 large,USDA,1,large,90.16
hard boiled eggs,Egg whole cooked hard - 1 large, USDA,513fceb375b8dbbc2100015b,Egg whole cooked hard - 1 large,USDA,1,large,77.5
hard boiled egg,Egg whole cooked hard - 1 tbsp,USDA,513fceb375b8dbbc2100015c,Egg whole cooked hard - 1 tbsp,USDA,1,tbsp,13.18
omelet,Egg whole cooked omelet - 1 large,USDA,513fceb375b8dbbc2100015e,Egg whole cooked omelet - 1 large,USDA,1,large,93.94
thomas english muffin,English Muffin ,Thomas',51cb356897c3e632bfc46537,English Muffin,Dunkin' Donuts,1,Muffin,140
thomass english muffin,English Muffin - 1 muffin,USDA,513fceb775b8dbbc21002860,English Muffin - 1 muffin,USDA,1,muffin,129.39
thomass english almond muffin,English Muffins Maple Almond,Wolferman's,552894b8d1d0fc860c98a983,English Muffins Maple Almond,Wolferman's,1,english muffin,260
thomass english almond salad,English Muffins Maple Almond,wolferman's,552894b8d1d0fc860c98a983,English Muffins Maple Almond,Wolferman's,1,english muffin,260
hot oatmeal english muffin,English Muffins Oatmeal and honey,Thomas',51c3b7c897c3e6d8d3b44d43,English Muffins Oatmeal & Honey,Thomas',1,muffin,130
franz english muffin,English Muffins Original,Franz,55013fe75d18aff61f0f54f8,English Muffins Original,Mikey's Muffins,1,muffin,95
scrambled grits eggs,Express Breakfast: Scrambled Eggs Sausage Grits Toast 374,Krystal,513fc996927da70408003977,Express Breakfast: Scrambled Eggs Sausage Grits Toast 374,Krystal,-1,NULL,550
farm fresh eggs,farm fresh eggs,Shady lane Farms,54ca64f4064e3a791d673819,18 Grade A Large Farm Fresh Eggs,Mitlitsky Eggs,1,egg,70
han and cheese,Fast foods ham and cheese sandwich - 1 sandwich,USDA,513fceb775b8dbbc21002ec1,Fast foods ham and cheese sandwich - 1 sandwich,USDA,1,sandwich,351.86
bean and vegetable soup,Fiesta Vegetable and Black Bean Soup,campbells,548369570be7b5657fcfeeba,Fiesta Vegetable and Black Bean Soup,Campbell's,250,ml,120
fish,Fish ,Jimboys Tacos,53444d0d7ba4ca15456f5690,Fish,Blue Coast Burrito,1,Portion,240
fry,Fish Fry Cajun,Fry Krisp,51c38ff897c3e6d3ebc5c4a2,Fish Fry Cajun,Fry Krisp,3,tbsp,100
fish salad,Fish Salad Salmon,Lifecafe,552a3a157c486cff23154d04,Fish Salad Salmon,Lifecafe,15,oz,185
fish sandwich,fish sandwich,B bops,513fceb775b8dbbc21002eb7,Fast foods fish sandwich with tartar sauce and cheese - 1 sandwich,USDA,1,sandwich,373.86
tuna salad,Fish Tuna Salad - 1 cup,USDA,513fceb675b8dbbc21002089,Fish tuna salad - 1 cup,USDA,1,cup,383.35
tuna fish,Fish tuna salad - 3 oz,USDA,513fceb675b8dbbc21002088,Fish tuna salad - 3 oz,USDA,3,oz,158.95
pita bread,Flat Bread White,Pita,51c3b78597c3e6d8d3b44b28,Flat Bread White,Pita,0.5,pita,120
flour toritillas,flour toritillas,meijer,54b581d804e843bd1952166b,Flour Toritllas,Meijer,1,tortilla,80
flour tortilla,Flour Tortilla - 1 tortilla,USDA,513fceb775b8dbbc21002a90,Flour Tortilla - 1 tortilla,USDA,1,tortilla,145.53
fountain coke,fountain coke,teds montana grill,51cb356997c3e632bfc465c2,Fountain Coke,Ted's Montana Grill,1,soda,150
jumbo fried shrimps,Four Jumbo Shrimp - Fried,timber lodge steakhouse,513fc9cb673c4fbc260054d4,Four Jumbo Shrimp - Fried,Timber Lodge Steakhouse,1,serving,420
franks hot dog,Franks Fast Hot Dogs,Oscar Meyer,51c3c2dd97c3e6d8d3b4a279,Franks Fast Hot Dogs,Oscar Mayer,1,hot dog,290
organic free range egg,Free Range Organic Eggs,Rabbit River Farms,5481fc984ba6482674a57e5b,Free Range Organic Eggs,Rabbit River Farms,1,extra large egg,80
french dressing,French Dressing - 1 tbps,USDA,548f5cd848f3606e5e7a2fc5,French fried onions - 2 tbps,Nutritionix,2,tbps,44.86
mcdonalds fry,french fries,McDONALD'S,513fceb575b8dbbc210016ae,French Fries - 10 strip,USDA,10,strip,202.16
tomato regular size french fries,French Fries Regular,Wings To GO,513fc996927da70408003d9e,Cheese French Fries - Regular,Steak N' Shake,1,regular,180
french onion dip,french onion dip,Martin's,531609772a7ecb3d78d139d2,Heluva Good! Sour Cream Dip,French Onion,2,tbsp,50
french salad dressing,french salad dressing,colway,54b72b61574ede727edb3f51,French Salad Dressing,Colway,20,ml,16
green giant canned green beans,French Style Green Beans canned  ,Giant,54e983f3c27baff05c9e2f76,French Style Green Beans canned,Giant,0.5,cup,20
french toast bacon,French Toast w/bacon,IHOP,513fc996927da70408003ca7,French Toast,Ruby Tuesday,-1,NULL,701
nestle french vanilla creamer,French Vanilla Coffee Creamer,Nestle,513fceb675b8dbbc210022a6,SILK French Vanilla Creamer - 1 tbsp,USDA,1,tbsp,19.95
large cube steak,fresh beef cube steak,Walmart,51c540ff97c3e6efadd5bbbd,Fresh Beef Cube Steak,Walmart,112,G,130
fresh berries,Fresh Berries,Yardhouse,529e7ef4ea63d4933500775e,Fresh Berries,Yard House,1,serving,63
fresh fruit,Fresh Fruit,Newk's Eatery,51c5437397c3e6efadd5cf4f,Fruit-Fresh Produce Protector,Fruit Fresh,0.25,tsp,5
steamed vegetables,Fresh Steamed Vegetables ,Boston Market,53444e077ba4ca15456f5985,Fresh Steamed Vegetables,Max & Erma's,-1,serving,80
baked pork fried chop,Fried Pork Chop,Fatz,513fc999927da70408005a89,Fried Pork Chop - Side,Biscuitville,1,serving,260
baked pork fried potatoes,Fried Potatoes,Cavendish Famrs,54cad5857a91d83b4a9a2b52,Fried Potatoes,Cavendish Farms,16,pieces,150
fried potatoes,Fried Potatoes,Cavendish Farms,54cad5857a91d83b4a9a2b52,Fried Potatoes,Cavendish Farms,16,pieces,150
brown fried rice,fried rice,rice king,463d6237bb0578864a8bd405,Restaurant Chinese fried rice without meat - 1 cup,USDA,1,cup,238.38
fried shrimp,fried shrimp,Claim Jumper,513fceb675b8dbbc210020b8,Crustaceans shrimp mixed species cooked breaded and fried - 4 large,USDA,4,large,72.6
big fries,Fries,Chesters,51d2fe21cc9bff111580ef15,Fries,Chesters,33,pieces,150
fries,fries,chesters,51d2fe21cc9bff111580ef15,Fries,Chesters,33,pieces,150
waffle fries,Fries Waffle,Valu Time,51c35d8097c3e69de4b00fc3,Fries Waffle,Valu Time,3,oz,270
fritos,Fritos,Glory Days Grill,529e7e00ea63d493350033c3,Fritos,Glory Days Grill,-1,NULL,100
fritos corn chips,Fritos Corn Chips The Original ,Fritos,51d2f9b4cc9bff111580d144,Fritos Corn Chips The Original,Fritos,1,package,160
egg white frittata,Frittata Egg White Broccoli & Cheddar,Cedar Lean,51c3f89197c3e6dfa4defcee,Frittata Egg White Broccoli & Cheddar,Cedar Lean,6,oz,180
kellogs frosted flakes,Frosted Flakes,kellogg's,513fceb475b8dbbc21000e07,Frosted Flakes - 1 cup,USDA,1,cup,154.98
frosted mini wheats,Frosted Mini-Wheats Original,Mini-Wheats,51c5418e97c3e6efadd5c04d,Turkey Breast (868602) Mesquite Smoked Honey,Original,56,G,0
chocolate frosting,Frosting Chocolate,Pillsbury,51c3eb3597c3e6de73cba27c,Frosting Chocolate,Value Choice,2,tbsp,140
buttercream frosting,Frosting Creamy Buttercream,Food Club,51c35c7f97c3e69de4b00850,Frosting Creamy Buttercream,Shur Fine,2,tbsp,140
frozen mixed fruit,Frozen Fruit Mixed Fruit,Healthy Pac,546368d6221d4f656dac8429,Frozen Fruit Mixed Fruit,Healthy Pac,1,cup,70
dices frozen pizza,Frozen Pizza Pepperoni,Tony's,51c3c82897c3e6d8d3b4c8d1,Frozen Pizza Pepperoni,Tony's,0.25,pc,370
best frozen pizza,Frozen Pizza Sausage,Tony's,51c3c82f97c3e6d8d3b4c8e9,Frozen Pizza Sausage,Tony's,0.25,pc,370
frozen tilapia,Frozen Tilapia Fillet,Jewel,5480733680f3a5212a291434,Frozen Tilapia Fillet,Jewel,4,oz,110
yoplait frozen blueberry smoothie,Frozen Yogurt Low Fat Greek Blueberry,Yoplait,51c3fb3597c3e6dfa4df0f47,Frozen Yogurt Low Fat Greek Blueberry,Yoplait,0.5,cup,130
fruit,Fruit, Carrows,52cdd0f8051cb9eb32013d05,Fruit,Carrows,1,serving,50
for beakfast,Fruit Cup for breakfast,Eatn Park,51cb356e97c3e632bfc46d6f,Fruit Cup for breakfast,Eat'n Park,-1,NULL,59
loop fruit cereal,Fruit Loops Cereal,Fruit Loops,51c3bb3997c3e6d8d3b4676c,Froot Loops Cereal,Fruit Loops,1,cup,110
fresh fruits,Fruit s,WELCH'S,547349b4f2b4991f5f7db60c,Fruit s,Welch's,40,g,130
diet sunkist cherry mixed fruit cup,Fruit Snacks Mixed Fruit,Sunkist,51c3fa2b97c3e6dfa4df0788,Fruit Snacks Mixed Fruit,Welch's,3,pouches,130
fudge brownie ice cream,fudge brownie ,Baldwin,51c3effa97c3e6de73cbc316,Fudge Brownie,Freihofer's,0.5,brownie,180
garlic chicken parmesan broccoli,Garlic Parmesean Chicken,Healthy Choic,51c549ef97c3e6efadd6020e,Seasoning Mix Honey BBQ Chicken Glaze,Chicken,1,Tbs,25
garlic toast,garlic toast,eatn park,54eb2a934832b40c34fe9cb4,Texas Toast Garlic Toast,Furlanis,1,slice,120
gatorade,Gatorade,Gatorade,54fdd79e329486092b065140,Gatorade,Gatorade,8,fl oz,60
general tsos chicken,General Tso's Chicken, Perdue,51c3c71f97c3e6d8d3b4c2c0,General Tso's Chicken,Kahiki,8,oz,320
confectioners glaze,Glaze,Monini,51c3c50097c3e6d8d3b4b2e6,Glaze,Monini,1,tbsp,23
butterflied breaded,Golden Butterflied Shrimp,Coco's Bakery,513fc9cc673c4fbc26006297,Golden Butterflied Shrimp,Coco's Bakery,-1,NULL,800
ore ida foster farms breaded chicken golden patty,Golden Patties,Ore-Ida,51c35f2e97c3e69de4b01b59,Golden Patties,Ore-Ida,1,patty,140
kashi granola bar,Granola Bar Honey almond flax,Kashi,51c3639997c3e69de4b03bba,Granola Bar Honey Almond Flax,Kashi,1,bar,140
light granola,Granola Light No Sugar,Klein's Naturals,51c3ee5c97c3e6de73cbb80d,Granola Light No Sugar,Klein's Naturals,1,oz,97
grapefruit juice,Grapefruit Juice - 1 fruit yields,SUDA,513fceb575b8dbbc210011bf,Grapefruit Juice - 1 fruit yields,USDA,1,fruit yields,76.44
chobani greek yogurt,Greek Yogurt, Chobani,54b4535d3e5b6bc206b6c8f7,Greek Yogurt Strawberry or Vanilla,Greek Yogurt,1,container,90
fage clif yogurt,Greek Yogurt,Fage,54b4535d3e5b6bc206b6c8f7,Greek Yogurt Strawberry or Vanilla,Greek Yogurt,1,container,90
oikos blueberry yogurt,Greek Yogurt Blueberry,Oikos,54db10367fbcbdec1cbcbd70,Yogurt Greek Blueberry,Kirkland,1,container,120
vanilla greek yogurt,Greek Yogurt Strawberry or Vanilla,Greek Yogurt,54b4535d3e5b6bc206b6c8f7,Greek Yogurt Strawberry or Vanilla,Greek Yogurt,1,container,90
green apple,Green Apple Medium,Sonic,513fc993927da70408001c8b,Green Apple Medium,Sonic,20,g,15
frozen bean,Green beans cut frozen,Starter Bros,54cf3ad564ccbc074256f8bd,Green Beans Cut Frozen,Stater Bros.,0.67,cup,30
green salad,Green goodness - Full salad,Salad Creations,53444df89a631f1645ecfcfc,Green Goodness - Full Salad,Salad Creations,1,salad,180
green tabasco hot sauce,Green hot Pepper Sauce,Bruce's,550783091da242fd1ec76035,Hot Sauce Green Pepper,Cholula,1,tsp,0
green onions,Green Onions,Green Giant Fresh,513fceb575b8dbbc21001606,"Onions spring or scallions (includes tops and bulb) raw - 1 small (3"" long)",USDA,1,"small (3"" long)",1.6
green peppers,Green Pepper Raw - 1 cup sliced,USDA,513fceb575b8dbbc21001644,Green Pepper Raw - 1 cup sliced,USDA,1,cup sliced,18.4
green pepper,Green Pepper Raw - 1 tbsp,USDA,513fceb575b8dbbc21001643,Green Pepper Raw - 1 tbsp,USDA,1,tbsp,1.86
grill cheese sandwich,grill cheese sandwich,Daily Grill,513fc9e73fe3ffd403000c7d,Child's Grill Cheese Sandwich,Western Sizzlin,1,each,412
grill steak salad,Grill steak salad,Glory Days Grill,53444fcacd5bb303a94c4cf8,Steak Salad,Moxie's Classic Grill,364,g,550
grilled beef,Grilled Beef Patties,Hungry-Man,51d37750cc9bff5553aa97d0,Grilled Beef Patties,Hungry-Man,1,package,610
grill beef salad,grilled beef salad,Teds montanta Grill,516d9a40e3afed032c7da5ed,Grilled Fajita Salad - Beef (East),Casa Ole,1,dinner,520
grill chicken salad,Grilled Chicken Caesar Salad,teds montana Grill,5524d7fe8856aa31686b3fcd,Grilled Chicken Caesar Salad,Outtakes,9,oz,220
grilled chicken salad,Grilled Chicken Salad,Cowboy Chicken,53444d907ba4ca15456f5702,Grilled Chicken Salad,Cowboy Chicken,16,oz.,408
beef fajita tacos,Grilled Fajita Tacos - Beef,Casa Ole,516d9a40e3afed032c7da5ef,Grilled Fajita Tacos - Beef,Casa Ole,1,dinner,1070
grilled salmon,Grilled Salmon ,Gorton's,51c3c64d97c3e6d8d3b4bd76,Grilled Salmon,Gorton's,1,fillet,100
jennieo lean ground turkey,Ground Turkey lean,Perdue,51c3c2f897c3e6d8d3b4a353,Ground Turkey Lean,Perdue,4,oz,170
ground turkey,Ground turkey raw - 1 lb,USDA,513fceb475b8dbbc21000914,Ground turkey raw - 1 lb,USDA,1,lb,671.33
halal truck outside gyro,Gyro,Great Steak,529e7df1f9655f6d35002cf8,Gyro,Hummus And Pita Co.,-1,NULL,200
ham and cheese omelette,Ham and Cheese Omelette,Eat'n Park,51cb356e97c3e632bfc46d72,Ham and Cheese Omelette,Eat'n Park,1,serving,536
sandwich ham salad,Ham Salad Sandwich,HoneyBaked Ham,52cdd17e051cb9eb32016019,Ham Salad Sandwich,HoneyBaked Ham,1,Sandwich,682.15
wendys hamburger,Hamburger,Wendy's,513fceb775b8dbbc21002ebd,Hamburger - 1 sandwich,USDA,1,sandwich,426.07
sarah lee buns,Hamburger Buns White,Sara Lee,54abfe44925eb27816a3e6f2,White Hamburger Buns,Smith's,1,bun,130
hamburger patty,Hamburger Patty,Well Informed,513fceb775b8dbbc210032b2,Beef ground 85% lean meat / 15% fat patty cooked pan - 1 patty ( yield from 1/4 lb raw meat ),USDA,1,patty ( yield from 1/4 lb raw meat ),192.56
hamburger soup,Hamburger Stroganoff Soup,Hoss's Family Steak And Sea House,de3629662ca3f278fec82727,Hamburger Stroganoff Soup,Hoss's Family Steak And Sea House,8,ounce,230
